3.157894736842262740e-01,8.437500000000000000e-01,2.500000000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,8.750000000000000000e-01,2.500000000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,9.062500000000000000e-01,2.500000000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,9.375000000000000000e-01,2.500000000000000000e-01,0.000000000000000000e+00
2.631578947369050958e-01,9.687500000000000000e-01,2.500000000000000000e-01,0.000000000000000000e+00
2.631578947369050958e-01,1.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,0.000000000000000000e+00,2.812500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,3.125000000000000000e-02,2.812500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,6.250000000000000000e-02,2.812500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,9.375000000000000000e-02,2.812500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,1.250000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,1.562500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,1.875000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,2.187500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,2.500000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,2.812500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,3.125000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,3.437500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,3.750000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,4.062500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,4.375000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,4.687500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,5.000000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,5.312500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,5.625000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,5.937500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,6.250000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,6.562500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,6.875000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,7.187500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,7.500000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,7.812500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,8.125000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,8.437500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,8.750000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,9.062500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,9.375000000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,9.687500000000000000e-01,2.812500000000000000e-01,0.000000000000000000e+00
3.157894736842262740e-01,1.000000000000000000e+00,2.812500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,0.000000000000000000e+00,3.125000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,3.125000000000000000e-02,3.125000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,6.250000000000000000e-02,3.125000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,9.375000000000000000e-02,3.125000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,1.250000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,1.562500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,1.875000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,2.187500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,2.500000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,2.812500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,3.125000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,3.437500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,3.750000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,4.062500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,4.375000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,4.687500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,5.000000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,5.312500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,5.625000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,5.937500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,6.250000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,6.562500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,6.875000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,7.187500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,7.500000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,7.812500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,8.125000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,8.437500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,8.750000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,9.062500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,9.375000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,9.687500000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,1.000000000000000000e+00,3.125000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,0.000000000000000000e+00,3.437500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,3.125000000000000000e-02,3.437500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,6.250000000000000000e-02,3.437500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,9.375000000000000000e-02,3.437500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,1.250000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,1.562500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,1.875000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,2.187500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,2.500000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,2.812500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,3.125000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,3.437500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,3.750000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,4.062500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,4.375000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,4.687500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,5.000000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,5.312500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,5.625000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,5.937500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,6.250000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,6.562500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,6.875000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,7.187500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,7.500000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,7.812500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,8.125000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,8.437500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,8.750000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,9.062500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,9.375000000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,9.687500000000000000e-01,3.437500000000000000e-01,0.000000000000000000e+00
3.684210526315474521e-01,1.000000000000000000e+00,3.437500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,0.000000000000000000e+00,3.750000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,3.125000000000000000e-02,3.750000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,6.250000000000000000e-02,3.750000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,9.375000000000000000e-02,3.750000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,1.250000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,1.562500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,1.875000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,2.187500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,2.500000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,2.812500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,3.125000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,3.437500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,3.750000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,4.062500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,4.375000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,4.687500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,5.000000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,5.312500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,5.625000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,5.937500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,6.250000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,6.562500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,6.875000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,7.187500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,7.500000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,7.812500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,8.125000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,8.437500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,8.750000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,9.062500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,9.375000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,9.687500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,1.000000000000000000e+00,3.750000000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,0.000000000000000000e+00,4.062500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,3.125000000000000000e-02,4.062500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,6.250000000000000000e-02,4.062500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,9.375000000000000000e-02,4.062500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,1.250000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,1.562500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,1.875000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,2.187500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,2.500000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,2.812500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,3.125000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,3.437500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,3.750000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,4.062500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,4.375000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,4.687500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,5.000000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,5.312500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,5.625000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,5.937500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,6.250000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,6.562500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,6.875000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,7.187500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,7.500000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,7.812500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,8.125000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,8.437500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,8.750000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,9.062500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,9.375000000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,9.687500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00
4.210526315788686302e-01,1.000000000000000000e+00,4.062500000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,0.000000000000000000e+00,4.375000000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,3.125000000000000000e-02,4.375000000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,6.250000000000000000e-02,4.375000000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,9.375000000000000000e-02,4.375000000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,1.250000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,1.562500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,1.875000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,2.187500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,2.500000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,2.812500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,3.125000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,3.437500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,3.750000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,4.062500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,4.375000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,4.687500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,5.000000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,5.312500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,5.625000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,5.937500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,6.250000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,6.562500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,6.875000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,7.187500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,7.500000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,7.812500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,8.125000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,8.437500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,8.750000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,9.062500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,9.375000000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,9.687500000000000000e-01,4.375000000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,1.000000000000000000e+00,4.375000000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,0.000000000000000000e+00,4.687500000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,3.125000000000000000e-02,4.687500000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,6.250000000000000000e-02,4.687500000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,9.375000000000000000e-02,4.687500000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,1.250000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,1.562500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,1.875000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,2.187500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,2.500000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,2.812500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,3.125000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,3.437500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,3.750000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,4.062500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,4.375000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,4.687500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,5.000000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,5.312500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,5.625000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,5.937500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,6.250000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,6.562500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,6.875000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,7.187500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,7.500000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,7.812500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,8.125000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,8.437500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,8.750000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,9.062500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,9.375000000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,9.687500000000000000e-01,4.687500000000000000e-01,0.000000000000000000e+00
4.736842105261898084e-01,1.000000000000000000e+00,4.687500000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,3.125000000000000000e-02,5.000000000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,6.250000000000000000e-02,5.000000000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,9.375000000000000000e-02,5.000000000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,1.250000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,1.562500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,1.875000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,2.187500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,2.500000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,2.812500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,3.125000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,3.437500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,3.750000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,4.062500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,4.375000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,4.687500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,5.312500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,5.625000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,5.937500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,6.250000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,6.562500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,6.875000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,7.187500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,7.500000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,7.812500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,8.125000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,8.437500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,8.750000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,9.062500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,9.375000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,9.687500000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
5.263157894738101916e-01,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,0.000000000000000000e+00,5.312500000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,3.125000000000000000e-02,5.312500000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,6.250000000000000000e-02,5.312500000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,9.375000000000000000e-02,5.312500000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,1.250000000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,1.562500000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
7.894736842104160823e-01,1.875000000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,2.187500000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,2.500000000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
7.368421052630949042e-01,2.812500000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,3.125000000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,3.437500000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,3.750000000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
6.842105263157737260e-01,4.062500000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,4.375000000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,4.687500000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,5.000000000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,5.312500000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
6.315789473684525479e-01,5.625000000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,5.937500000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
5.789473684211313698e-01,6.250000000000000000e-01,5.312500000000000000e-01,0.000000000000000000e+00
